Sno,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed, Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
1078,4/18/2020,5:00 PM,Manipur,1,0,2,4692,176598,,,,,181290
1079,4/18/2020,5:00 PM,Meghalaya,0,1,11,5757,213602,,,,,219359
1080,4/18/2020,5:00 PM,Mizoram,0,0,1,6639,257334,,,,,263973
1081,4/18/2020,5:00 PM,Nagaland,0,0,0,7501,300938,,,,,308439
1082,4/18/2020,5:00 PM,Odisha,21,1,60,8499,321828,,,,,330327
1083,4/18/2020,5:00 PM,Puducherry,3,0,7,8513,327252,,,,,335765
1084,4/18/2020,5:00 PM,Punjab,27,13,202,9239,344504,,,,,353743
1085,4/18/2020,5:00 PM,Rajasthan,183,11,1229,10386,363415,,,,,373801
1086,4/18/2020,5:00 PM,Tamil Nadu,283,15,1323,10755,378126,,,,,388881
1087,4/18/2020,5:00 PM,Telengana,186,18,791,12936,396327,,,,,409263
1088,4/18/2020,5:00 PM,Tripura,1,0,2,16314,414240,,,,,430554
1089,4/18/2020,5:00 PM,Uttarakhand,9,0,42,19232,432474,,,,,451706
1090,4/18/2020,5:00 PM,Uttar Pradesh,86,14,969,19330,433606,,,,,452936
1091,4/18/2020,5:00 PM,West Bengal,55,10,287,20887,449662,,,,,470549
1092,4/19/2020,5:00 PM,Andaman and Nicobar Islands,11,0,14,21262,450953,,,,,472215
1093,4/19/2020,5:00 PM,Andhra Pradesh,42,15,603,22634,458718,,,,,481352
1094,4/19/2020,5:00 PM,Arunachal Pradesh,0,0,1,24070,473258,,,,,497328
1095,4/19/2020,5:00 PM,Assam,12,1,35,25385,486942,,,,,512327
1096,4/19/2020,5:00 PM,Bihar,37,2,86,26109,493251,,,,,519360
1097,4/19/2020,5:00 PM,Chandigarh,10,0,23,26109,493678,,,,,519787
1098,4/19/2020,5:00 PM,Chhattisgarh,24,0,36,27294,496391,,,,,523685
1099,4/19/2020,5:00 PM,Delhi,72,43,1893,28143,502334,,,,,530477
1100,4/19/2020,5:00 PM,Goa,6,0,7,29095,509117,,,,,538212
1101,4/19/2020,5:00 PM,Gujarat,94,58,1604,29997,516164,,,,,546161
1102,4/19/2020,5:00 PM,Haryana,87,3,233,31175,528146,,,,,559321
1103,4/19/2020,5:00 PM,Himachal Pradesh,16,1,39,31175,528146,,,,,559321
1104,4/19/2020,5:00 PM,Jammu and Kashmir,51,5,341,31175,528146,,,,,559321
1105,4/19/2020,5:00 PM,Jharkhand,0,2,35,31175,528146,,,,,559321
1106,4/19/2020,5:00 PM,Karnataka,104,14,384,31362,536775,,,,,568137
1107,4/19/2020,5:00 PM,Kerala,257,3,400,31913,549211,,,,,581124
1108,4/19/2020,5:00 PM,Ladakh,14,0,18,32277,565956,,,,,598233
1109,4/19/2020,5:00 PM,Madhya Pradesh,127,70,1407,33396,584900,,,,,618296
1110,4/19/2020,5:00 PM,Maharashtra,365,211,3651,35203,608481,,,,,643684
1111,4/19/2020,5:00 PM,Manipur,1,0,2,35231,609459,,,,,644690
1112,4/19/2020,5:00 PM,Meghalaya,0,1,11,36110,748411,,,,,784521
1113,4/19/2020,5:00 PM,Mizoram,0,0,1,40035,842719,,,,,882786
1114,4/19/2020,5:00 PM,Nagaland,0,0,0,42921,902763,,,,,945716
1115,4/19/2020,5:00 PM,Odisha,24,1,61,43624,907582,,,,,951238
1116,4/19/2020,5:00 PM,Puducherry,3,0,7,46629,1022117,,,,,1068778
1117,4/19/2020,5:00 PM,Punjab,31,16,219,50455,1104628,,,,,1155115
1118,4/19/2020,5:00 PM,Rajasthan,183,11,1351,50753,1108919,,,,,1159704
1119,4/19/2020,5:00 PM,Tamil Nadu,365,15,1372,52746,1185903,,,,,1238681
1120,4/19/2020,5:00 PM,Telengana,186,18,844,65440,1456366,,,,,1197777
1121,4/19/2020,5:00 PM,Tripura,1,0,2,72439,1561032,,,,,1299718
1122,4/19/2020,5:00 PM,Uttarakhand,9,0,42,74135,1635326,,,,,1364201
1123,4/19/2020,5:00 PM,Uttar Pradesh,108,17,1084,77749,1704166,,,,,1427007
1124,4/19/2020,5:00 PM,West Bengal,62,12,310,81766,1786596,,,,,1502913
1125,4/20/2020,5:00 PM,Andaman and Nicobar Islands,11,0,15,82392,1810952,,,,,1526471
1126,4/20/2020,5:00 PM,Andhra Pradesh,92,20,722,83030,1877921,,,,,1588734
1127,4/20/2020,5:00 PM,Arunachal Pradesh,0,0,1,87057,2003090,,,,,1708266
1128,4/20/2020,5:00 PM,Assam,17,1,35,91237,2107871,,,,,1810293
1129,4/20/2020,5:00 PM,Bihar,42,2,96,92898,2233725,,,,,1931442
1130,4/20/2020,5:00 PM,Chandigarh,13,0,26,95536,2344727,,,,,2039444
1131,4/20/2020,5:00 PM,Chhattisgarh,25,0,36,97860,2457787,,,,,2150425
1132,4/20/2020,5:00 PM,Delhi,290,45,2003,98243,2486310,,,,,2179032
1133,4/20/2020,5:00 PM,Goa,7,0,7,98253,2488940,,,,,2181647
1134,4/20/2020,5:00 PM,Gujarat,106,67,1851,99511,2533439,,,,,2225891
1135,4/20/2020,5:00 PM,Haryana,87,3,233,103764,2635846,,,,,2326918
1136,4/20/2020,5:00 PM,Himachal Pradesh,16,1,39,109343,2742470,,,,,2433633
1137,4/20/2020,5:00 PM,Jammu and Kashmir,56,5,350,123987,2940867,,,,,2638486
1138,4/20/2020,5:00 PM,Jharkhand,0,2,42,137266,3058548,,,,,2763236
1139,4/20/2020,5:00 PM,Karnataka,111,16,395,164103,3182736,,,,,2908130
1140,4/20/2020,5:00 PM,Kerala,270,3,402,182884,3295726,,,,,3031775
1141,4/20/2020,5:00 PM,Ladakh,14,0,18,207945,3468198,,,,,3217315
1142,4/20/2020,5:00 PM,Madhya Pradesh,127,74,1485,222226,3759743,,,,,3500712
1143,4/20/2020,5:00 PM,Maharashtra,507,223,4203,226278,3939525,,,,,3663711
1144,4/20/2020,5:00 PM,Manipur,2,0,2,228683,4004954,,,,,3721775
1145,4/20/2020,5:00 PM,Meghalaya,0,1,11,230671,4260556,,,,,3953983
1146,4/20/2020,5:00 PM,Mizoram,0,0,1,232742,4512013,,,,,4188252
1147,4/20/2020,5:00 PM,Nagaland,0,0,0,234507,4717938,,,,,4372599
1148,4/20/2020,5:00 PM,Odisha,24,1,68,245029,4804316,,,,,4456899
1149,4/20/2020,5:00 PM,Puducherry,3,0,7,255369,4970277,,,,,4608655
1150,4/20/2020,5:00 PM,Punjab,31,16,219,269422,5083438,,,,,4714910
1151,4/20/2020,5:00 PM,Rajasthan,183,14,1478,281410,5144877,,,,,4774916
1152,4/20/2020,5:00 PM,Tamil Nadu,411,15,1477,293703,5284303,,,,,4895185
1153,4/20/2020,5:00 PM,Telengana,190,21,873,301567,5384807,,,,,4984400
1154,4/20/2020,5:00 PM,Tripura,1,0,2,310307,5526370,,,,,5099038
1155,4/20/2020,5:00 PM,Uttarakhand,11,0,44,319116,5644971,,,,,5195367
1156,4/20/2020,5:00 PM,Uttar Pradesh,129,17,1176,324892,5732219,,,,,5265128
1157,4/20/2020,5:00 PM,West Bengal,66,12,339,332830,5836818,,,,,5344307
1158,4/21/2020,5:00 PM,Andaman and Nicobar Islands,11,0,16,340190,5930592,,,,,5415848
1159,4/21/2020,5:00 PM,Andhra Pradesh,96,22,757,347867,6014197,,,,,5480243
1160,4/21/2020,5:00 PM,Arunachal Pradesh,1,0,1,352127,6085000,,,,,5534535
1161,4/21/2020,5:00 PM,Assam,19,1,35,358812,6199045,,,,,5615151
1162,4/21/2020,5:00 PM,Bihar,42,2,114,364993,6296797,,,,,5686449
1163,4/21/2020,5:00 PM,Chandigarh,13,0,26,370807,6390664,,,,,5752082
1164,4/21/2020,5:00 PM,Chhattisgarh,25,0,36,377281,6492441,,,,,5821599
1165,4/21/2020,5:00 PM,Delhi,431,47,2081,385347,6582145,,,,,5881859
1166,4/21/2020,5:00 PM,Goa,7,0,7,391991,6655779,,,,,5928725
1167,4/21/2020,5:00 PM,Gujarat,131,77,2066,396195,6714355,,,,,5965407
1168,4/21/2020,5:00 PM,Haryana,127,3,254,403840,6829331,,,,,6027693
1169,4/21/2020,5:00 PM,Himachal Pradesh,16,1,39,413470,6946396,,,,,6092049
1170,4/21/2020,5:00 PM,Jammu and Kashmir,71,5,368,422099,7053770,,,,,6150797
1171,4/21/2020,5:00 PM,Jharkhand,0,2,46,429065,7175032,,,,,6212706
1172,4/21/2020,5:00 PM,Karnataka,114,17,415,438491,7260276,,,,,6261291
1173,4/21/2020,5:00 PM,Kerala,291,3,408,449731,7333025,,,,,6304398
1174,4/21/2020,5:00 PM,Ladakh,14,0,18,456010,7449688,,,,,6411990
1175,4/21/2020,5:00 PM,Madhya Pradesh,127,76,1540,466854,7641605,,,,,6552924
1176,4/21/2020,5:00 PM,Maharashtra,572,232,4669,478929,7810805,,,,,6669849
1177,4/21/2020,5:00 PM,Manipur,2,0,2,518121,7892729,,,,,6771938
1178,4/21/2020,5:00 PM,Meghalaya,0,1,11,556206,8011827,,,,,6907777
1179,4/21/2020,5:00 PM,Mizoram,0,0,1,578715,8134548,,,,,7038183
1180,4/21/2020,5:00 PM,Nagaland,0,0,0,593607,8275917,,,,,7180068
1181,4/21/2020,5:00 PM,Odisha,24,1,74,603397,8391599,,,,,7303994
1182,4/21/2020,5:00 PM,Puducherry,3,0,7,624474,8484495,,,,,7411900
1183,4/21/2020,5:00 PM,Punjab,39,16,245,653650,8534493,,,,,7483076
1184,4/21/2020,5:00 PM,Rajasthan,205,25,1576,676443,8568060,,,,,7533234
1185,4/21/2020,5:00 PM,Tamil Nadu,457,17,1520,687077,8677242,,,,,7649684
1186,4/21/2020,5:00 PM,Telengana,190,23,919,703439,8758365,0,,,,7740228
1187,4/21/2020,5:00 PM,Tripura,1,0,2,720880,8801104,0,,,,7792417
1188,4/21/2020,5:00 PM,Uttarakhand,18,0,46,730210,8950109,0,,,,7946124
1189,4/21/2020,5:00 PM,Uttar Pradesh,140,20,1294,742073,9124902,0,,,,8126351
1190,4/21/2020,5:00 PM,West Bengal,73,12,392,755929,9232402,0,,,,8240377
1191,4/22/2020,5:00 PM,Andaman and Nicobar Islands,11,0,17,767758,9297836,0,,,,8310987
1192,4/22/2020,5:00 PM,Andhra Pradesh,120,24,813,776108,9341847,0,,,,8358232
1193,4/22/2020,5:00 PM,Arunachal Pradesh,1,0,1,782672,9369181,0,,,,8387278
1194,4/22/2020,5:00 PM,Assam,19,1,35,795116,9409457,0,,,,8431414
1195,4/22/2020,5:00 PM,Bihar,46,2,126,804259,9443156,0,,,,8467861
1196,4/22/2020,5:00 PM,Chandigarh,14,0,27,817845,9489755,0,,,,8516097
1197,4/22/2020,5:00 PM,Chhattisgarh,26,0,36,830835,9535854,0,,,,8563603
1198,4/22/2020,5:00 PM,Delhi,611,47,2156,841901,9583074,0,,,,8612656
1199,4/22/2020,5:00 PM,Goa,7,0,7,865681,9719607,0,,,,8764409
1200,4/22/2020,5:00 PM,Gujarat,144,95,2272,891581,9880671,0,,,,8941673
1201,4/22/2020,5:00 PM,Haryana,127,3,254,916993,10005532,0,,,,9083469
1202,4/22/2020,5:00 PM,Himachal Pradesh,16,1,39,944593,10085441,0,,,,9183267
1203,4/22/2020,5:00 PM,Jammu and Kashmir,81,5,380,977551,10157186,0,,,,9277636
1204,4/22/2020,5:00 PM,Jharkhand,0,3,45,1012409,10219183,0,,,,9362801
1205,4/22/2020,5:00 PM,Karnataka,129,17,425,1035635,10373696,0,,,,9530621
1206,4/22/2020,5:00 PM,Kerala,323,3,427,1053972,10545847,0,,,,9712352
1207,4/22/2020,5:00 PM,Ladakh,14,0,18,1065775,10713194,0,,,,9881658
1208,4/22/2020,5:00 PM,Madhya Pradesh,148,80,1592,1075681,10863117,0,,,,10032415
1209,4/22/2020,5:00 PM,Maharashtra,722,251,5221,1081894,10950135,0,,,,10119417
1210,4/22/2020,5:00 PM,Manipur,2,0,2,1091206,11042127,0,,,,10210633
1211,4/22/2020,5:00 PM,Meghalaya,0,1,12,1099531,11105876,0,,,,10273357
1212,4/22/2020,5:00 PM,Mizoram,0,0,1,1124634,11592177,0,,,,10763130
1213,4/22/2020,5:00 PM,Odisha,30,1,82,1163058,11819355,0,,,,10995411
1214,4/22/2020,5:00 PM,Puducherry,3,0,7,1212817,11961863,0,,,,11158741
1215,4/22/2020,5:00 PM,Punjab,49,16,251,1266734,12242922,0,,,,11471642
1216,4/22/2020,5:00 PM,Rajasthan,230,25,1801,1297687,12382691,0,,,,11630826
1217,4/22/2020,5:00 PM,Tamil Nadu,635,18,1596,1387886,12847172,0,,,,12161634
1218,4/22/2020,5:00 PM,Telengana,194,23,945,1484822,13157574,0,,,,12546864
1219,4/22/2020,5:00 PM,Tripura,1,0,2,1547162,13431255,0,,,,12863306
1220,4/22/2020,5:00 PM,Uttarakhand,19,0,46,1612751,13651821,0,,,,13127210
1221,4/22/2020,5:00 PM,Uttar Pradesh,165,21,1412,1697897,13814612,7,,,,
1222,4/22/2020,5:00 PM,West Bengal,73,15,423,1742229,13940825,144,,,,
1223,4/23/2020,5:00 PM,Andaman and Nicobar Islands,11,0,18,1759614,13985022,279,,,,
1224,4/23/2020,5:00 PM,Andhra Pradesh,141,27,895,1777820,14024554,356,,,,
1225,4/23/2020,5:00 PM,Arunachal Pradesh,1,0,1,1794776,14060877,426,,,,
1226,4/23/2020,5:00 PM,Assam,19,1,35,1805950,14092595,477,,,,
1227,4/23/2020,5:00 PM,Bihar,46,2,148,1826132,14289456,525,,,,
1228,4/23/2020,5:00 PM,Chandigarh,14,0,27,1850867,14864598,563,,,,
1229,4/23/2020,5:00 PM,Chhattisgarh,28,0,36,1870072,15247918,583,,,,
1230,4/23/2020,5:00 PM,Delhi,724,48,2248,1880704,15374449,583,,,,
1231,4/23/2020,5:00 PM,Goa,7,0,7,1890542,15492970,583,,,,
1232,4/23/2020,5:00 PM,Gujarat,179,103,2407,1897811,15628446,588,,,,
1233,4/23/2020,5:00 PM,Haryana,140,3,262,1900553,15708959,588,,,,
1234,4/23/2020,5:00 PM,Himachal Pradesh,18,1,40,1903960,16158610,588,,,,
1235,4/23/2020,5:00 PM,Jammu and Kashmir,92,5,407,1906430,16473446,588,,,,
1236,4/23/2020,5:00 PM,Jharkhand,8,3,49,1909728,16644840,589,,,,
1237,4/23/2020,5:00 PM,Karnataka,141,17,443,1910822,16680915,589,,,,
1238,4/23/2020,5:00 PM,Kerala,324,3,438,1913285,17029935,632,,,,
1239,4/23/2020,5:00 PM,Ladakh,14,0,18,1914578,17179193,733,,,,
1240,4/23/2020,5:00 PM,Madhya Pradesh,148,81,1695,1984559,17317064,847,,,,
1241,4/23/2020,5:00 PM,Maharashtra,789,269,5652,2043673,17738563,921,,,,
1242,4/23/2020,5:00 PM,Manipur,2,0,2,2088284,18002866,1004,,,,
1243,4/23/2020,5:00 PM,Meghalaya,0,1,12,2113240,18548725,1104,,,,
1244,4/23/2020,5:00 PM,Mizoram,0,0,1,2121052,18792663,1207,,,,
1245,4/23/2020,5:00 PM,Odisha,32,1,83,2136252,19201990,1361,,,,
1246,4/23/2020,5:00 PM,Puducherry,3,0,7,2151591,19365500,1511,,,,
1247,4/23/2020,5:00 PM,Punjab,65,16,277,2154511,19393582,1616,,,,
1248,4/23/2020,5:00 PM,Rajasthan,230,27,1890,2206175,19444470,1727,,,,
1249,4/23/2020,5:00 PM,Tamil Nadu,662,18,1629,2237000,19476744,1838,,,,
1250,4/23/2020,5:00 PM,Telengana,197,24,960,2249999,19803256,1963,,,,
1251,4/23/2020,5:00 PM,Tripura,1,0,2,2292880,20226159,2043,,,,
1252,4/23/2020,5:00 PM,Uttarakhand,23,0,46,2336992,20533902,2144,,,,
1253,4/23/2020,5:00 PM,Uttar Pradesh,187,21,1509,2373336,20738074,2187,,,,
1254,4/23/2020,5:00 PM,West Bengal,79,15,456,2454356,20813627,2196,,,,
1255,4/24/2020,5:00 PM,Andaman and Nicobar Islands,11,0,22,2505901,21154408,2206,,,,
1256,4/24/2020,5:00 PM,Andhra Pradesh,145,29,955,2539120,21428476,2222,,,,
1257,4/24/2020,5:00 PM,Arunachal Pradesh,1,0,1,2578195,21862026,2243,,,,
1258,4/24/2020,5:00 PM,Assam,19,1,36,2594949,22102641,2249,,,,
1259,4/24/2020,5:00 PM,Bihar,46,2,176,2628256,22256416,2274,,,,
1260,4/24/2020,5:00 PM,Chandigarh,14,0,27,2672605,22323059,2293,,,,
1261,4/24/2020,5:00 PM,Chhattisgarh,28,0,36,2704557,22694894,2304,,,,
1262,4/24/2020,5:00 PM,Delhi,808,50,2376,2725990,23445866,2326,,,,
1263,4/24/2020,5:00 PM,Goa,7,0,7,2745986,24045151,2387,,,,
1264,4/24/2020,5:00 PM,Gujarat,258,112,2624,2883211,24459496,2477,,,,
1265,4/24/2020,5:00 PM,Haryana,156,3,272,2946892,24678715,2477,,,,
1266,4/24/2020,5:00 PM,Himachal Pradesh,18,1,40,3006086,24826305,2548,,,,
1267,4/24/2020,5:00 PM,Jammu and Kashmir,92,5,427,,,,,,,
1268,4/24/2020,5:00 PM,Jharkhand,8,3,55,,,,,,,
1269,4/24/2020,5:00 PM,Karnataka,150,18,463,,,,,,,
1270,4/24/2020,5:00 PM,Kerala,324,3,448,,,,,,,
1271,4/24/2020,5:00 PM,Ladakh,14,0,18,,,,,,,
1272,4/24/2020,5:00 PM,Madhya Pradesh,203,83,1852,,,,,,,
1273,4/24/2020,5:00 PM,Maharashtra,840,283,6430,0,120,,,,,120
1274,4/24/2020,5:00 PM,Manipur,2,0,2,0,120,,,,,120
1275,4/24/2020,5:00 PM,Meghalaya,0,1,12,0,158,,,,,158
1276,4/24/2020,5:00 PM,Mizoram,0,0,1,0,165,,,,,165
1277,4/24/2020,5:00 PM,Odisha,33,1,90,0,165,,,,,165
1278,4/24/2020,5:00 PM,Puducherry,3,0,7,0,281,,,,,281
1279,4/24/2020,5:00 PM,Punjab,65,16,277,0,507,,,,,507
1280,4/24/2020,5:00 PM,Rajasthan,230,27,1964,0,790,,,,,790
1281,4/24/2020,5:00 PM,Tamil Nadu,752,20,1683,0,797,,,,,797
1282,4/24/2020,5:00 PM,Telengana,253,26,984,0,1172,,,,,1172
1283,4/24/2020,5:00 PM,Tripura,1,0,2,0,1174,,,,,1174
1284,4/24/2020,5:00 PM,Uttarakhand,24,0,47,0,1519,,,,,1519
1285,4/24/2020,5:00 PM,Uttar Pradesh,206,24,1604,0,1821,,,,,1821
1286,4/24/2020,5:00 PM,West Bengal,103,15,514,0,1874,,,,,1874
1287,4/25/2020,5:00 PM,Andaman and Nicobar Islands,11,0,27,0,2206,,,,,2206
1288,4/25/2020,5:00 PM,Andhra Pradesh,171,31,1061,0,2217,,,,,2217
1289,4/25/2020,5:00 PM,Arunachal Pradesh,1,0,1,0,2390,,,,,2390
1290,4/25/2020,5:00 PM,Assam,19,1,36,0,2492,,,,,2492
1291,4/25/2020,5:00 PM,Bihar,46,2,228,0,2808,,,,,2808
1292,4/25/2020,5:00 PM,Chandigarh,15,0,28,0,3150,,,,,3150
1293,4/25/2020,5:00 PM,Chhattisgarh,30,0,36,0,3511,,,,,3511
1294,4/25/2020,5:00 PM,Delhi,857,53,2514,0,3858,,,,,3858
1295,4/25/2020,5:00 PM,Goa,7,0,7,0,3858,,,,,3858
1296,4/25/2020,5:00 PM,Gujarat,265,127,2815,0,4189,,,,,4189
1297,4/25/2020,5:00 PM,Haryana,156,3,272,0,4571,,,,,4571
1298,4/25/2020,5:00 PM,Himachal Pradesh,18,1,40,0,5004,,,,,5004
1299,4/25/2020,5:00 PM,Jammu and Kashmir,109,5,454,0,5480,,,,,5480
1300,4/25/2020,5:00 PM,Jharkhand,9,3,59,1,6055,,,,,6056
1301,4/25/2020,5:00 PM,Karnataka,153,18,489,1,6708,,,,,6709
1302,4/25/2020,5:00 PM,Kerala,331,4,451,1,6711,,,,,6712
1303,4/25/2020,5:00 PM,Ladakh,14,0,20,2,7212,,,,,7214
1304,4/25/2020,5:00 PM,Madhya Pradesh,210,92,1952,3,7833,,,,,7836
1305,4/25/2020,5:00 PM,Maharashtra,957,301,6817,6,8358,,,,,8364
1306,4/25/2020,5:00 PM,Manipur,2,0,2,8,8781,,,,,8789
1307,4/25/2020,5:00 PM,Meghalaya,0,1,12,9,9545,,,,,9554
1308,4/25/2020,5:00 PM,Mizoram,0,0,1,9,10370,,,,,10379
1309,4/25/2020,5:00 PM,Odisha,33,1,94,9,10370,,,,,10379
1310,4/25/2020,5:00 PM,Puducherry,3,0,7,10,11269,,,,,11279
1311,4/25/2020,5:00 PM,Punjab,67,17,298,11,12438,,,,,12449
1312,4/25/2020,5:00 PM,Rajasthan,230,27,2034,18,13657,,,,,13675
1313,4/25/2020,5:00 PM,Tamil Nadu,866,22,1755,45,15055,,,,,15100
1314,4/25/2020,5:00 PM,Telengana,253,26,984,54,16873,,,,,16927
1315,4/25/2020,5:00 PM,Tripura,1,0,2,54,16873,,,,,16927
1316,4/25/2020,5:00 PM,Uttarakhand,25,0,48,54,16873,,,,,16927
1317,4/25/2020,5:00 PM,Uttar Pradesh,248,26,1778,54,16873,,,,,16927
1318,4/25/2020,5:00 PM,West Bengal,103,18,571,57,19668,,,,,19725
1319,4/26/2020,5:00 PM,Andaman and Nicobar Islands,11,0,33,61,21704,,,,,21765
1320,4/26/2020,5:00 PM,Andhra Pradesh,231,31,1097,64,23601,,,,,23665
1321,4/26/2020,5:00 PM,Arunachal Pradesh,1,0,1,66,25529,,,,,25595
1322,4/26/2020,5:00 PM,Assam,19,1,36,67,27459,,,,,27526
1323,4/26/2020,5:00 PM,Bihar,46,2,251,68,27680,,,,,27748
1324,4/26/2020,5:00 PM,Chandigarh,17,0,30,69,29794,,,,,29863
1325,4/26/2020,5:00 PM,Chhattisgarh,32,0,37,0,32733,,,,,32738
1326,4/26/2020,5:00 PM,Delhi,869,54,2625,0,35200,,,,,35205
1327,4/26/2020,5:00 PM,Goa,7,0,7,0,35987,,,,,35992
1328,4/26/2020,5:00 PM,Gujarat,282,133,3071,0,38255,,,,,38260
1329,4/26/2020,5:00 PM,Haryana,176,3,289,0,40517,,,,,40522
1330,4/26/2020,5:00 PM,Himachal Pradesh,22,1,40,0,40696,,,,,40701
1331,4/26/2020,5:00 PM,Jammu and Kashmir,112,6,494,0,43216,,,,,43221
1332,4/26/2020,5:00 PM,Jharkhand,13,3,67,0,49179,,,,,42234
1333,4/26/2020,5:00 PM,Karnataka,177,18,501,0,57449,,,,,50040
1334,4/26/2020,5:00 PM,Kerala,338,4,458,0,59520,,,,,51658
1335,4/26/2020,5:00 PM,Ladakh,14,0,20,0,61642,,,,,53379
1336,4/26/2020,5:00 PM,Madhya Pradesh,210,99,2096,0,63645,,,,,54986
1337,4/26/2020,5:00 PM,Maharashtra,1076,323,7628,0,63808,,,,,55144
1338,4/26/2020,5:00 PM,Manipur,2,0,2,0,65746,,,,,56588
1339,4/26/2020,5:00 PM,Meghalaya,0,1,12,0,67392,,,,,57782
1340,4/26/2020,5:00 PM,Mizoram,0,0,1,0,68959,,,,,58992
1341,4/26/2020,5:00 PM,Odisha,34,1,103,0,70827,,,,,60519
1342,4/26/2020,5:00 PM,Puducherry,3,0,7,0,72558,,,,,61839
1343,4/26/2020,5:00 PM,Punjab,67,17,298,0,74151,,,,,63168
1344,4/26/2020,5:00 PM,Rajasthan,493,33,2083,0,74257,,,,,63269
1345,4/26/2020,5:00 PM,Tamil Nadu,960,23,1821,0,74284,,,,,63294
1346,4/26/2020,5:00 PM,Telengana,280,26,991,0,76009,,,,,64574
1347,4/26/2020,5:00 PM,Tripura,2,0,2,0,77711,,,,,65748
1348,4/26/2020,5:00 PM,Uttarakhand,26,0,50,0,81055,,,,,68591
1349,4/26/2020,5:00 PM,Uttar Pradesh,289,29,1843,0,84378,,,,,71565
1350,4/26/2020,5:00 PM,West Bengal,105,18,611,0,87837,,,,,74528
1351,4/27/2020,5:00 PM,Andaman and Nicobar Islands,11,0,33,0,90843,,,,,77241
1352,4/27/2020,5:00 PM,Andhra Pradesh,235,31,1177,0,94240,,,,,80058
1353,4/27/2020,5:00 PM,Arunachal Pradesh,1,0,1,0,96011,,,,,81444
1354,4/27/2020,5:00 PM,Assam,27,1,36,0,101532,,,,,85979
1355,4/27/2020,5:00 PM,Bihar,56,2,277,0,105815,,,,,89382
1356,4/27/2020,5:00 PM,Chandigarh,17,0,30,0,110149,,,,,92814
1357,4/27/2020,5:00 PM,Chhattisgarh,32,0,37,0,115008,,,,,96744
1358,4/27/2020,5:00 PM,Delhi,877,54,2918,0,118155,,,,,99484
1359,4/27/2020,5:00 PM,Goa,7,0,7,0,122941,,,,,103131
1360,4/27/2020,5:00 PM,Gujarat,313,151,3301,0,126850,,,,,106139
1361,4/27/2020,5:00 PM,Haryana,176,3,289,0,130380,,,,,108803
1362,4/27/2020,5:00 PM,Himachal Pradesh,22,1,40,0,134563,,,,,111665
1363,4/27/2020,5:00 PM,Jammu and Kashmir,137,6,523,0,139146,,,,,114800
1364,4/27/2020,5:00 PM,Jharkhand,13,3,82,0,143254,,,,,117734
1365,4/27/2020,5:00 PM,Karnataka,188,20,511,0,145600,,,,,119500
1366,4/27/2020,5:00 PM,Kerala,342,4,469,0,149987,,,,,122192
1367,4/27/2020,5:00 PM,Ladakh,14,0,20,0,154584,,,,,124937
1368,4/27/2020,5:00 PM,Madhya Pradesh,302,106,2168,0,158565,,,,,127635
1369,4/27/2020,5:00 PM,Maharashtra,1188,342,8068,0,163872,,,,,130884
1370,4/27/2020,5:00 PM,Manipur,2,0,2,0,169439,,,,,134397
1371,4/27/2020,5:00 PM,Meghalaya,0,1,12,0,174721,,,,,137994
1372,4/27/2020,5:00 PM,Mizoram,0,0,1,0,178655,,,,,140795
1373,4/27/2020,5:00 PM,Odisha,35,1,108,0,184252,,,,,144305
1374,4/27/2020,5:00 PM,Puducherry,3,0,8,0,190041,,,,,148026
1375,4/27/2020,5:00 PM,Punjab,71,18,313,0,196055,,,,,151928
1376,4/27/2020,5:00 PM,Rajasthan,518,41,2185,0,201907,,,,,155689
1377,4/27/2020,5:00 PM,Tamil Nadu,1020,24,1885,0,208489,,,,,160071
1378,4/27/2020,5:00 PM,Telengana,280,26,1002,0,213216,,,,,163599
1379,4/27/2020,5:00 PM,Tripura,2,0,2,0,215894,,,,,165617
1380,4/27/2020,5:00 PM,Uttarakhand,33,0,51,0,220462,,,,,168672
1381,4/27/2020,5:00 PM,Uttar Pradesh,335,31,1955,0,225542,,,,,172057
1382,4/27/2020,5:00 PM,West Bengal,105,20,649,0,230822,,,,,175618
1383,4/28/2020,5:00 PM,Andaman and Nicobar Islands,11,0,33,0,237473,,,,,179429
1384,4/28/2020,5:00 PM,Andhra Pradesh,258,31,1259,0,243450,,,,,183067
1385,4/28/2020,5:00 PM,Arunachal Pradesh,1,0,1,0,250441,,,,,187445
1386,4/28/2020,5:00 PM,Assam,27,1,38,0,254612,,,,,190204
1387,4/28/2020,5:00 PM,Bihar,57,2,346,0,260309,,,,,193540
1388,4/28/2020,5:00 PM,Chandigarh,17,0,40,0,265527,,,,,196808
1389,4/28/2020,5:00 PM,Chhattisgarh,32,0,37,0,269353,,,,,199576
1390,4/28/2020,5:00 PM,Delhi,877,54,3108,0,273766,,,,,202829
1391,4/28/2020,5:00 PM,Goa,7,0,7,0,278699,,,,,206572
1392,4/28/2020,5:00 PM,Gujarat,394,162,3548,0,284834,,,,,211162
1393,4/28/2020,5:00 PM,Haryana,183,3,296,0,285946,,,,,212260
