Sno,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed, Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated
1,1/30/2020,6:00 PM,Kerala,0,0,1,579,47697,,23757,24517,2,48276
2,1/31/2020,6:00 PM,Kerala,0,0,1,635,57969,,27348,31252,4,58604
3,2/1/2020,6:00 PM,Kerala,0,0,2,1299,98150,,41361,58083,5,99449
4,2/2/2020,6:00 PM,Kerala,0,0,3,3017,192508,,81901,113613,11,195525
5,2/3/2020,6:00 PM,Kerala,0,0,3,3946,247334,,98111,153145,24,251280
6,2/4/2020,6:00 PM,Kerala,0,0,3,5367,360598,,132784,233143,38,365965
7,2/5/2020,6:00 PM,Kerala,0,0,3,8128,541253,,193899,355402,80,549381
8,2/6/2020,6:00 PM,Kerala,0,0,3,11192,747816,,267856,491049,103,759008
9,2/7/2020,6:00 PM,Kerala,0,0,3,13156,821902,,296283,538647,128,835058
10,2/8/2020,6:00 PM,Kerala,0,0,3,18858,1258246,,444137,832766,201,1277104
11,2/9/2020,6:00 PM,Kerala,0,0,3,19604,1274180,,449119,844448,217,1293784
12,2/10/2020,6:00 PM,Kerala,0,0,3,27377,1699113,,586081,1140137,272,1726490
13,2/11/2020,6:00 PM,Kerala,0,0,3,36921,2258570,,771229,1523939,323,2295491
14,2/12/2020,6:00 PM,Kerala,0,0,3,43604,2771199,,939069,1875368,366,2814803
15,2/13/2020,6:00 PM,Kerala,0,0,3,48300,3019436,,1022380,2044950,406,3067736
16,2/14/2020,6:00 PM,Kerala,0,0,3,58890,3068217,,1061307,2065391,409,3127107
17,2/15/2020,6:00 PM,Kerala,0,0,3,69372,3280893,,1152344,2197431,490,3350265
18,2/16/2020,6:00 PM,Kerala,0,0,3,76794,3451177,,1218507,2308898,566,3527971
19,2/17/2020,6:00 PM,Kerala,0,0,3,86001,3739834,,1324273,2500887,675,3825835
20,2/18/2020,6:00 PM,Kerala,0,0,3,99015,4215289,,1504527,2809042,735,4314304
21,2/19/2020,6:00 PM,Kerala,0,0,3,133911,4632013,,1710466,3054631,827,4765924
22,2/20/2020,6:00 PM,Kerala,0,0,3,195504,4916323,,1896705,3214244,878,5111827
23,2/21/2020,6:00 PM,Kerala,0,0,3,206130,4961969,,1928947,3238273,879,5168099
24,2/22/2020,6:00 PM,Kerala,0,0,3,290785,5324714,,2211020,3403576,903,5615499
25,2/23/2020,6:00 PM,Kerala,0,0,3,363692,5638782,,2458329,3543208,937,6002474
26,2/24/2020,6:00 PM,Kerala,0,0,3,480760,5981510,,2785194,3676114,962,6462270
27,2/25/2020,6:00 PM,Kerala,0,0,3,609108,6349445,,3153649,3803908,996,6958553
28,2/26/2020,6:00 PM,Kerala,0,0,3,740517,6683300,,3504429,3918381,1007,7423817
29,2/27/2020,6:00 PM,Kerala,0,0,3,781304,6906048,,3684053,4002279,1020,7687352
30,2/28/2020,6:00 PM,Kerala,0,0,3,786042,6924325,,3699535,4009812,1020,7710367
31,2/29/2020,6:00 PM,Kerala,0,0,3,825093,7286069,,3925723,4184377,1062,8111162
32,3/1/2020,6:00 PM,Kerala,0,0,3,841412,7496188,,4044967,4291548,1085,8337600
33,3/2/2020,6:00 PM,Telengana,0,0,1,894555,7810143,,4271486,4432078,1134,8704698
34,3/2/2020,6:00 PM,Kerala,0,0,3,962251,7900240,,4509554,4351815,1122,8862491
35,3/2/2020,6:00 PM,Delhi,0,0,1,1003518,8520049,,4820055,4702310,1202,9523567
36,3/3/2020,6:00 PM,Telengana,0,0,1,1033170,8701335,,4966750,4766532,1223,9734505
37,3/3/2020,6:00 PM,Rajasthan,0,0,1,1037565,8719652,,4982068,4773924,1225,9757217
38,3/3/2020,6:00 PM,Kerala,3,0,3,1085940,8983323,,5226538,4841511,1214,10069263
39,3/3/2020,6:00 PM,Delhi,0,0,1,1120345,9167948,,5389434,4897627,1232,10288293
40,3/4/2020,6:00 PM,Uttar Pradesh,0,0,6,1156820,9360748,,5558978,4957351,1239,10517568
41,3/4/2020,6:00 PM,Kerala,3,0,3,1204424,9641768,,5799474,5045426,1292,10846192
42,3/4/2020,6:00 PM,Haryana,0,0,2,1244235,9897140,,6008758,5131299,1318,11141375
43,3/4/2020,6:00 PM,Delhi,0,0,1,1244235,9897191,,6008785,5131323,1318,11141426
44,3/4/2020,6:00 PM,Telengana,0,0,1,1244273,9897378,,6008960,5131373,1318,11141651
45,3/4/2020,6:00 PM,Rajasthan,0,0,15,1244273,9897378,,6008960,5131373,1318,11141651
46,3/5/2020,6:00 PM,Delhi,0,0,2,1277711,10608609,,6462436,5422470,1414,11886320
47,3/5/2020,6:00 PM,Haryana,0,0,2,1307164,11246162,,6859318,5692550,1458,12553326
48,3/5/2020,6:00 PM,Kerala,3,0,3,1345443,12048095,,7346850,6045211,1477,13393538
49,3/5/2020,6:00 PM,Rajasthan,0,0,15,1386898,13029014,,7924084,6490255,1573,14415912
50,3/5/2020,6:00 PM,Telengana,0,0,1,1434272,14004223,,8488627,6948195,1673,15438495
51,3/5/2020,6:00 PM,Uttar Pradesh,0,0,7,1440857,14100672,,8545982,6993867,1680,15541529
52,3/6/2020,6:00 PM,Delhi,0,0,3,1495593,15480545,,9298005,7676312,1821,16976138
53,3/6/2020,6:00 PM,Haryana,0,0,2,1619279,16739804,,10044921,8313353,1967,18360243
54,3/6/2020,6:00 PM,Kerala,3,0,3,1727948,17809439,,10707385,8829091,2069,19538547
55,3/6/2020,6:00 PM,Rajasthan,0,0,15,1755220,18197567,,10937930,9013952,2103,19953987
56,3/6/2020,6:00 PM,Uttar Pradesh,0,0,7,1910640,19860313,,11974143,9795767,2247,21772159
57,3/6/2020,6:00 PM,Telengana,0,0,1,2010101,21148292,,12747867,10409393,2342,23159604
58,3/7/2020,6:00 PM,Kerala,3,0,3,2017875,21298664,,12832126,10483269,2353,23317750
59,3/7/2020,6:00 PM,Uttar Pradesh,0,0,7,2183445,23433592,,14090723,11524956,2569,25618250
60,3/7/2020,6:00 PM,Ladakh,0,0,2,2557019,29313725,,13993527,11713149,2581,25709257
61,3/7/2020,6:00 PM,Telengana,0,0,1,2875235,33620784,,16266085,13742026,3217,30011328
62,3/7/2020,6:00 PM,Tamil Nadu,0,0,1,3111700,35658703,,17311577,14637915,3443,31952935
63,3/7/2020,6:00 PM,Delhi,0,0,3,3332178,37977040,,18492473,15732206,3692,34228371
64,3/7/2020,6:00 PM,Haryana,0,0,2,3617184,40260683,,19688923,16876137,3928,36568988
65,3/7/2020,6:00 PM,Rajasthan,0,0,15,3711319,40934052,,20053560,17245870,4028,37303458
66,3/8/2020,6:00 PM,Ladakh,0,0,2,4025733,43178899,,21244939,18363361,4314,39612614
67,3/8/2020,6:00 PM,Telengana,0,0,1,4418254,45554897,,22532413,19611896,4566,42148875
68,3/8/2020,6:00 PM,Tamil Nadu,0,0,1,4755913,47460323,,23602891,20642500,4800,44250191
69,3/8/2020,6:00 PM,Rajasthan,0,0,15,5065307,49523912,,24744845,21704739,5116,46454700
70,3/8/2020,6:00 PM,Kerala,3,0,8,5363425,51657738,,25911744,22832194,5375,48749313
71,3/8/2020,6:00 PM,Haryana,0,0,2,5581810,53653625,,26976551,23883153,5612,50865316
72,3/8/2020,6:00 PM,Delhi,0,0,3,5600420,53956699,,27137004,24036939,5644,51179587
73,3/8/2020,6:00 PM,Uttar Pradesh,0,0,7,5673246,54509817,,27427546,24341025,5718,51774289
74,3/9/2020,6:00 PM,Ladakh,0,0,2,5820234,56170007,,28257441,25165987,5928,53429356
75,3/9/2020,6:00 PM,Karnataka,0,0,1,5979191,57956398,,29151242,26031409,6152,55188803
76,3/9/2020,6:00 PM,Kerala,3,0,9,6164245,60197476,,30321468,27115615,6383,57443466
77,3/9/2020,6:00 PM,Maharashtra,0,0,2,6415647,63675188,,32126426,28803529,6798,60936753
78,3/9/2020,6:00 PM,Punjab,0,0,1,6619593,66492525,,33577406,30159173,7121,63743700
79,3/9/2020,6:00 PM,Rajasthan,0,0,15,6880699,69524997,,35165269,31665721,7514,66838504
80,3/9/2020,6:00 PM,Tamil Nadu,0,0,1,7162657,72277231,,36559511,33052869,7854,69620234
81,3/9/2020,6:00 PM,Telengana,0,0,1,7419434,74645902,,37772299,34255180,8161,72035640
82,3/9/2020,6:00 PM,Jammu and Kashmir,0,0,1,7832533,79268093,,40110598,36552499,8715,76671812
83,3/9/2020,6:00 PM,Uttar Pradesh,0,0,7,8167587,83713942,,42273620,38715200,9279,80998099
84,3/9/2020,6:00 PM,Haryana,0,0,2,8425992,87157426,,43929844,40357259,9744,84296847
85,3/9/2020,6:00 PM,Delhi,0,0,4,8678151,90391202,,45508111,41893575,10186,87411872
86,3/10/2020,6:00 PM,Uttar Pradesh,0,0,7,8865852,93134548,,46895781,43205152,10595,90111528
87,3/10/2020,6:00 PM,Ladakh,0,0,2,9117558,96852980,,48669828,44878560,11199,93559587
88,3/10/2020,6:00 PM,Delhi,0,0,4,9279181,99319107,,49885738,45926378,11498,95823614
89,3/10/2020,6:00 PM,Haryana,0,0,2,9632303,102280984,,51361929,47329847,11920,98703696
90,3/10/2020,6:00 PM,Karnataka,0,0,4,9850203,104747822,,52488916,48352489,12266,100853671
91,3/10/2020,6:00 PM,Kerala,3,0,15,10178643,107126700,,53575244,49339504,12548,102927296
92,3/10/2020,6:00 PM,Maharashtra,0,0,5,10555424,109415944,,54647827,50289664,12918,104950409
93,3/10/2020,6:00 PM,Punjab,0,0,1,10711610,110495487,,55151208,50732172,13050,105896430
94,3/10/2020,6:00 PM,Rajasthan,0,0,15,11106751,113350410,,56358692,51806475,13407,108178574
95,3/10/2020,6:00 PM,Tamil Nadu,0,0,1,11515707,115913179,,57420010,52731510,13714,110165234
96,3/10/2020,6:00 PM,Telengana,0,0,1,11799916,117846188,,58217380,53441979,14002,111673361
97,3/10/2020,6:00 PM,Jammu and Kashmir,0,0,1,12176768,120577839,,59214377,54355513,14379,113584269
98,3/11/2020,6:00 PM,Maharashtra,0,0,2,12507127,123151196,,60208977,55237448,14777,115461202
99,3/11/2020,6:00 PM,Delhi,0,0,5,12775153,125410802,,61078797,56011474,15072,117105343
100,3/11/2020,6:00 PM,Haryana,0,0,14,12866845,126318327,,61442119,56337692,15197,117795008
101,3/11/2020,6:00 PM,Kerala,3,0,17,13127022,129397924,,62534884,57335805,15563,119886252
102,3/11/2020,6:00 PM,Rajasthan,0,0,3,13362545,131516688,,63266613,57980903,15771,121263287
103,3/11/2020,6:00 PM,Telengana,0,0,1,13636237,133417155,,63938524,58583701,15954,122538179
104,3/11/2020,6:00 PM,Uttar Pradesh,0,0,9,13926050,135342722,,64611787,59183960,16161,123811908
105,3/11/2020,6:00 PM,Ladakh,0,0,2,14178643,137819464,,65445771,59914751,16430,125376952
106,3/11/2020,6:00 PM,Tamil Nadu,0,0,1,14369918,139256407,,65972485,60339903,16582,126328970
107,3/11/2020,6:00 PM,Jammu and Kashmir,0,0,1,14417017,139794494,,66183753,60503747,16651,126704151
108,3/11/2020,6:00 PM,Punjab,0,0,1,14654260,141427876,,66737774,60942039,16862,127696675
109,3/11/2020,6:00 PM,Karnataka,0,0,4,14892657,142858095,,67265833,61344881,17205,128627919
110,3/12/2020,6:00 PM,Delhi,0,0,6,15127348,144803890,,67881167,61832097,17377,129730641
111,3/12/2020,6:00 PM,Haryana,0,0,14,15424914,147178689,,68616643,62424602,17645,131058890
112,3/12/2020,6:00 PM,Kerala,3,0,17,15761911,149428089,,69304346,62972623,17858,132294827
113,3/12/2020,6:00 PM,Rajasthan,0,0,3,16195122,151298735,,69899266,63449164,18052,133366482
114,3/12/2020,6:00 PM,Telengana,0,0,1,16321015,151983853,,70186220,63650307,18149,133854676
115,3/12/2020,6:00 PM,Uttar Pradesh,0,0,11,16727082,154371836,,70948079,64225501,18433,135192013
116,3/12/2020,6:00 PM,Ladakh,0,0,3,17081853,156780790,,71722365,64816275,18705,136557345
117,3/12/2020,6:00 PM,Tamil Nadu,0,0,1,17459811,158585766,,72431855,65354414,18976,137805245
118,3/12/2020,6:00 PM,Jammu and Kashmir,0,0,1,17840229,160521617,,73161834,65906538,19218,139087590
119,3/12/2020,6:00 PM,Punjab,0,0,1,18087664,161558739,,73607113,66234957,19392,139861462
120,3/12/2020,6:00 PM,Karnataka,0,0,4,18535310,163009216,,74324379,66787921,19812,141132112
121,3/12/2020,6:00 PM,Maharashtra,0,0,11,18695475,163555521,,74693401,67050966,19968,141764335
122,3/12/2020,6:00 PM,Andhra Pradesh,0,0,1,19077536,164739599,,75461311,67608590,20317,143090218
123,3/13/2020,6:00 PM,Delhi,0,0,6,19407170,165784285,,76142110,68107465,20625,144270200
124,3/13/2020,6:00 PM,Haryana,0,0,14,19669911,166740487,,76761977,68550747,20882,145333606
125,3/13/2020,6:00 PM,Kerala,3,0,19,19986188,167900451,,77512357,69091006,21289,146624652
126,3/13/2020,6:00 PM,Rajasthan,0,0,3,20301735,169042095,275,78248902,69623495,21579,147893976
127,3/13/2020,6:00 PM,Telengana,0,0,1,20590582,170345955,322,79056922,70224054,21888,149302864
128,3/13/2020,6:00 PM,Uttar Pradesh,0,0,11,20680782,171196318,360,79574984,70583303,22121,150180408
129,3/13/2020,6:00 PM,Ladakh,0,0,3,20932868,173380665,387,80889623,71526736,22685,152439044
130,3/13/2020,6:00 PM,Tamil Nadu,0,0,1,21222896,175240154,445,82032580,72328742,23142,154384464
131,3/13/2020,6:00 PM,Jammu and Kashmir,0,0,1,21440904,176983511,1200,83084097,73082037,23507,156189641
132,3/13/2020,6:00 PM,Punjab,0,0,1,21732409,179703057,2654,84683042,74299145,24172,159006359
133,3/13/2020,6:00 PM,Karnataka,0,1,6,22143306,182470401,3865,86374510,75552353,24850,161951713
134,3/13/2020,6:00 PM,Maharashtra,0,0,14,22748715,185041368,6381,88027641,76750999,25455,164804095
135,3/13/2020,6:00 PM,Andhra Pradesh,0,0,1,22948962,185950671,8090,88619604,77177776,25624,165823004
136,3/14/2020,6:00 PM,Delhi,1,1,7,23442881,188324712,10898,90095606,78271582,26337,168393525
137,3/14/2020,6:00 PM,Haryana,0,0,14,23905095,190396381,13046,91381749,79231870,26793,170640412
138,3/14/2020,6:00 PM,Kerala,3,0,19,24376613,192467399,14185,92705952,80212651,27347,172945950
139,3/14/2020,6:00 PM,Rajasthan,1,0,3,25012565,194803940,15066,94288015,81361633,27986,175677634
140,3/14/2020,6:00 PM,Telengana,0,0,1,25581498,198045267,15516,96289872,82885972,29493,179205337
141,3/14/2020,6:00 PM,Uttar Pradesh,5,0,12,26213604,200932620,16279,98143570,84277549,30229,182451348
142,3/14/2020,6:00 PM,Ladakh,0,0,3,26450908,202156935,16735,98907905,84886553,30500,183824958
143,3/14/2020,6:00 PM,Tamil Nadu,0,0,1,27031124,205014564,17800,100656406,86246094,31271,186933771
144,3/14/2020,6:00 PM,Jammu and Kashmir,0,0,2,27571289,207362449,18880,102100803,87370490,31833,189503126
145,3/14/2020,6:00 PM,Punjab,0,0,1,28196184,210223401,20544,103888483,88748112,32704,192669299
146,3/14/2020,6:00 PM,Karnataka,0,1,6,28814428,213010415,22020,105607170,90106724,33582,195747476
147,3/14/2020,6:00 PM,Maharashtra,0,0,14,29426682,215962153,23120,107385721,91557487,34386,198977594
148,3/14/2020,6:00 PM,Andhra Pradesh,0,0,1,29975845,219032482,24767,109174763,92997290,35130,202207183
149,3/15/2020,6:00 PM,Andhra Pradesh,0,0,1,30185294,220445754,25314,109979462,93690273,35396,203705131
150,3/15/2020,6:00 PM,Delhi,2,1,7,30779165,223847280,26595,111868784,95369557,36100,207274441
151,3/15/2020,6:00 PM,Haryana,0,0,14,31248316,226329536,27676,113266182,96513504,36753,209816439
152,3/15/2020,6:00 PM,Karnataka,0,1,6,31695663,229393676,29129,114978703,97929255,37394,212945352
153,3/15/2020,6:00 PM,Kerala,3,0,22,32252129,232253523,31593,116630688,99275854,38066,215944608
154,3/15/2020,6:00 PM,Maharashtra,0,0,32,32765846,235151645,34080,118293011,100624989,38863,218956863
155,3/15/2020,6:00 PM,Punjab,0,0,1,33243363,238552905,37374,120139375,102137801,39721,222316897
156,3/15/2020,6:00 PM,Rajasthan,3,0,4,33448885,241530408,39400,121366817,103804672,40219,225211708
157,3/15/2020,6:00 PM,Tamil Nadu,0,0,1,34123378,249725103,43283,125704054,107542051,42702,233288807
158,3/15/2020,6:00 PM,Telengana,1,0,3,34641890,255272448,47408,128567271,110074369,43876,238685516
159,3/15/2020,6:00 PM,Jammu and Kashmir,0,0,2,35392947,261448717,50857,131919150,112980429,45301,244944880
160,3/15/2020,6:00 PM,Ladakh,0,0,3,36139047,267233899,53904,134941971,115668447,46462,250656880
161,3/15/2020,6:00 PM,Uttar Pradesh,4,0,13,37027773,272716628,58118,,,,
162,3/15/2020,6:00 PM,Uttarakhand,0,0,1,37908285,278562444,65046,,,,
163,3/16/2020,6:00 PM,Andhra Pradesh,0,0,1,38254587,280151800,67105,,,,
164,3/16/2020,6:00 PM,Delhi,2,1,7,39047840,284716017,72472,,,,
165,3/16/2020,6:00 PM,Haryana,0,0,14,39657631,287949744,78047,,,,
166,3/16/2020,6:00 PM,Karnataka,0,1,6,40307832,290158311,87480,,,,
167,3/16/2020,6:00 PM,Kerala,3,0,23,40927453,293891479,94288,,,,
168,3/16/2020,6:00 PM,Maharashtra,0,0,32,41530884,297814896,101288,,,,
169,3/16/2020,6:00 PM,Odisha,0,0,1,42506166,303438000,109856,,,,
170,3/16/2020,6:00 PM,Punjab,0,0,1,42729197,304924760,112290,,,,
171,3/16/2020,6:00 PM,Rajasthan,3,0,4,43442864,308849054,120371,,,,
172,3/16/2020,6:00 PM,Tamil Nadu,0,0,1,44018800,312045416,128733,,,,
173,3/16/2020,6:00 PM,Telengana,1,0,3,44518708,315072183,137354,,,,
174,3/16/2020,6:00 PM,Jammu and Kashmir,0,0,3,45082427,318636397,147353,,,,
175,3/16/2020,6:00 PM,Ladakh,0,0,4,45476306,321441373,161373,,,,
176,3/16/2020,6:00 PM,Uttar Pradesh,4,0,13,46016442,324725183,179772,,,,
177,3/16/2020,6:00 PM,Uttarakhand,0,0,1,46227004,325834486,188287,,,,
178,3/17/2020,6:00 PM,Andhra Pradesh,0,0,1,46822284,329322624,205654,,,,
179,3/17/2020,6:00 PM,Delhi,2,1,8,47230844,332757295,224500,,,,
180,3/17/2020,6:00 PM,Haryana,0,0,15,47878858,338166245,243038,,,,
181,3/17/2020,6:00 PM,Karnataka,0,1,11,48322223,341703521,261186,,,,
182,3/17/2020,6:00 PM,Kerala,3,0,26,48832941,345528530,280233,,,,
183,3/17/2020,6:00 PM,Maharashtra,0,1,39,49284948,350286122,302578,,,,
184,3/17/2020,6:00 PM,Odisha,0,0,1,49377691,351756263,308015,,,,
185,3/17/2020,6:00 PM,Punjab,0,0,1,49702746,356765200,322187,,,,
186,3/17/2020,6:00 PM,Rajasthan,3,0,4,50023562,360070547,336717,,,,
187,3/17/2020,6:00 PM,Tamil Nadu,0,0,1,50204520,362262299,350215,,,,
188,3/17/2020,6:00 PM,Telengana,1,0,5,50586096,367417104,363638,,,,
189,3/17/2020,6:00 PM,Jammu and Kashmir,0,0,3,51020810,371447023,377465,,,,
190,3/17/2020,6:00 PM,Ladakh,0,0,6,51538610,376177250,394070,,,,
191,3/17/2020,6:00 PM,Uttar Pradesh,5,0,15,51767129,378003458,399944,,,,
192,3/17/2020,6:00 PM,Uttarakhand,0,0,1,52419879,384030365,411236,,,,
193,3/18/2020,6:00 PM,Andhra Pradesh,0,0,1,52894031,387811369,423274,,,,
194,3/18/2020,6:00 PM,Delhi,2,1,10,53408734,391853470,434376,,,,
195,3/18/2020,6:00 PM,Haryana,0,0,17,54031515,396521739,444638,,,,
196,3/18/2020,6:00 PM,Karnataka,0,1,11,54580577,401434035,456638,,,,
197,3/18/2020,6:00 PM,Kerala,3,0,27,55439978,407198907,474554,,,,
198,3/18/2020,6:00 PM,Maharashtra,0,1,42,56043444,411243920,482501,,,,
199,3/18/2020,6:00 PM,Odisha,0,0,1,56851465,416629951,495740,,,,
200,3/18/2020,6:00 PM,Puducherry,0,0,1,57595129,422539027,509772,,,,
201,3/18/2020,6:00 PM,Punjab,0,0,1,58451360,425936633,523280,,,,
202,3/18/2020,6:00 PM,Rajasthan,3,0,4,59350900,430872848,537190,,,,
203,3/18/2020,6:00 PM,Tamil Nadu,0,0,1,60386946,435549916,552254,,,,
204,3/18/2020,6:00 PM,Telengana,1,0,6,61266355,440351772,570957,,,,
205,3/18/2020,6:00 PM,Jammu and Kashmir,0,0,3,61524134,442029168,576647,,,,
206,3/18/2020,6:00 PM,Ladakh,0,0,8,62367416,446825051,588039,,,,
207,3/18/2020,6:00 PM,Uttar Pradesh,5,0,16,,,,,,,
208,3/18/2020,6:00 PM,Uttarakhand,0,0,1,,,,,,,
209,3/18/2020,6:00 PM,West Bengal,0,0,1,,,,,,,
210,3/19/2020,6:00 PM,Andhra Pradesh,0,0,2,,,,,,,
211,3/19/2020,6:00 PM,Chhattisgarh,0,0,1,,,,,,,
212,3/19/2020,6:00 PM,Delhi,3,1,12,,,,,,,
213,3/19/2020,6:00 PM,Haryana,0,0,17,0,23,,,,,23
214,3/19/2020,6:00 PM,Karnataka,0,1,14,0,23,,,,,23
215,3/19/2020,6:00 PM,Kerala,3,0,27,0,42,,,,,42
216,3/19/2020,6:00 PM,Maharashtra,0,1,47,0,89,,,,,89
217,3/19/2020,6:00 PM,Odisha,0,0,1,0,124,,,,,124
218,3/19/2020,6:00 PM,Puducherry,0,0,1,0,239,,,,,239
219,3/19/2020,6:00 PM,Punjab,0,1,2,0,552,,,,,552
220,3/19/2020,6:00 PM,Rajasthan,3,0,7,0,920,,,,,920
221,3/19/2020,6:00 PM,Tamil Nadu,1,0,2,0,966,,,,,966
222,3/19/2020,6:00 PM,Telengana,1,0,6,0,1519,,,,,1519
223,3/19/2020,6:00 PM,Chandigarh,0,0,1,0,1519,,,,,1519
224,3/19/2020,6:00 PM,Jammu and Kashmir,0,0,4,0,1519,,,,,1519
225,3/19/2020,6:00 PM,Ladakh,0,0,8,0,1956,,,,,1956
226,3/19/2020,6:00 PM,Uttar Pradesh,9,0,19,0,2024,,,,,2024
227,3/19/2020,6:00 PM,Uttarakhand,0,0,1,0,2060,,,,,2060
228,3/19/2020,6:00 PM,West Bengal,0,0,1,0,2060,,,,,2060
229,3/20/2020,6:00 PM,Andhra Pradesh,0,0,3,0,2060,,,,,2060
230,3/20/2020,6:00 PM,Chhattisgarh,0,0,1,0,2060,,,,,2060
231,3/20/2020,6:00 PM,Delhi,5,1,17,0,2107,,,,,2107
232,3/20/2020,6:00 PM,Gujarat,0,0,5,0,2290,,,,,2290
233,3/20/2020,6:00 PM,Haryana,0,0,17,0,2514,,,,,2514
234,3/20/2020,6:00 PM,Karnataka,1,1,15,0,2780,,,,,2780
235,3/20/2020,6:00 PM,Kerala,3,0,28,0,2780,,,,,2780
236,3/20/2020,6:00 PM,Maharashtra,0,1,52,0,2780,,,,,2780
237,3/20/2020,6:00 PM,Odisha,0,0,2,0,2780,,,,,2780
238,3/20/2020,6:00 PM,Puducherry,0,0,1,0,2780,,,,,2780
239,3/20/2020,6:00 PM,Punjab,0,1,2,0,2780,,,,,2780
240,3/20/2020,6:00 PM,Rajasthan,3,0,17,0,2852,,,,,2852
241,3/20/2020,6:00 PM,Tamil Nadu,1,0,3,0,3040,,,,,3040
242,3/20/2020,6:00 PM,Telengana,1,0,17,0,3040,,,,,3040
243,3/20/2020,6:00 PM,Chandigarh,0,0,1,0,3363,,,,,3363
244,3/20/2020,6:00 PM,Jammu and Kashmir,0,0,4,0,3363,,,,,3363
245,3/20/2020,6:00 PM,Ladakh,0,0,10,0,3560,,,,,3560
246,3/20/2020,6:00 PM,Uttar Pradesh,9,0,23,0,3505,,,,,3505
247,3/20/2020,6:00 PM,Uttarakhand,0,0,3,0,4246,,,,,4246
248,3/20/2020,6:00 PM,West Bengal,0,0,2,0,4707,,,,,4707
249,3/21/2020,6:00 PM,Andhra Pradesh,0,0,3,0,4707,,,,,4707
250,3/21/2020,6:00 PM,Chhattisgarh,0,0,1,0,5358,,,,,5358
251,3/21/2020,6:00 PM,Delhi,5,1,26,0,5436,,,,,5436
252,3/21/2020,6:00 PM,Gujarat,0,0,7,0,5518,,,,,5518
253,3/21/2020,6:00 PM,Haryana,0,0,17,0,5867,,,,,5867
254,3/21/2020,6:00 PM,Himachal Pradesh,0,0,2,0,6029,,,,,6029
255,3/21/2020,6:00 PM,Karnataka,1,1,15,0,6029,,,,,6029
256,3/21/2020,6:00 PM,Kerala,3,0,40,0,6029,,,,,6029
257,3/21/2020,6:00 PM,Madhya Pradesh,0,0,4,0,6029,,,,,6029
258,3/21/2020,6:00 PM,Maharashtra,0,1,63,0,6638,,,,,6638
259,3/21/2020,6:00 PM,Odisha,0,0,2,0,6749,,,,,6749
260,3/21/2020,6:00 PM,Puducherry,0,0,1,0,7266,,,,,7266
261,3/21/2020,6:00 PM,Punjab,0,1,13,0,7799,,,,,7799
262,3/21/2020,6:00 PM,Rajasthan,3,0,17,0,8288,,,,,8288
263,3/21/2020,6:00 PM,Tamil Nadu,1,0,3,0,8848,,,,,8848
264,3/21/2020,6:00 PM,Telengana,1,0,21,0,9629,,,,,9629
265,3/21/2020,6:00 PM,Chandigarh,0,0,1,0,9932,,,,,9932
266,3/21/2020,6:00 PM,Jammu and Kashmir,0,0,4,0,10161,,,,,10161
267,3/21/2020,6:00 PM,Ladakh,0,0,13,0,10704,,,,,10704
268,3/21/2020,6:00 PM,Uttar Pradesh,9,0,24,0,11321,,,,,11321
269,3/21/2020,6:00 PM,Uttarakhand,0,0,3,0,11638,,,,,11638
270,3/21/2020,6:00 PM,West Bengal,0,0,3,0,11693,,,,,11693
271,3/22/2020,6:00 PM,Andhra Pradesh,0,0,5,0,12045,,,,,12045
272,3/22/2020,6:00 PM,Bihar,0,1,2,0,14826,,,,,11950
273,3/22/2020,6:00 PM,Chhattisgarh,0,0,1,0,15489,,,,,12509
274,3/22/2020,6:00 PM,Delhi,5,1,29,0,16131,,,,,12948
275,3/22/2020,6:00 PM,Gujarat,0,1,18,0,16612,,,,,13293
276,3/22/2020,6:00 PM,Haryana,0,0,21,0,17451,,,,,13852
277,3/22/2020,6:00 PM,Himachal Pradesh,0,0,2,0,17478,,,,,13868
278,3/22/2020,6:00 PM,Karnataka,2,1,26,0,18085,,,,,14327
279,3/22/2020,6:00 PM,Kerala,3,0,52,0,19121,,,,,15017
280,3/22/2020,6:00 PM,Madhya Pradesh,0,0,4,0,19693,,,,,15247
281,3/22/2020,6:00 PM,Maharashtra,0,2,67,0,20318,,,,,15652
282,3/22/2020,6:00 PM,Odisha,0,0,2,0,20789,,,,,15933
283,3/22/2020,6:00 PM,Puducherry,0,0,1,0,21356,,,,,16292
284,3/22/2020,6:00 PM,Punjab,0,1,21,0,21358,,,,,16293
285,3/22/2020,6:00 PM,Rajasthan,3,0,24,0,21357,,,,,16292
286,3/22/2020,6:00 PM,Tamil Nadu,1,0,7,0,21840,,,,,16701
287,3/22/2020,6:00 PM,Telengana,1,0,22,0,21938,,,,,16798
288,3/22/2020,6:00 PM,Chandigarh,0,0,5,0,22608,,,,,17435
289,3/22/2020,6:00 PM,Jammu and Kashmir,0,0,4,0,22738,,,,,17559
290,3/22/2020,6:00 PM,Ladakh,0,0,13,0,23221,,,,,17998
291,3/22/2020,6:00 PM,Uttar Pradesh,9,0,27,0,23901,,,,,18677
292,3/22/2020,6:00 PM,Uttarakhand,0,0,3,0,24774,,,,,19499
